embedding_x,embedding_y
0.41112822,20.946686
-7.4272637,10.3141985
-4.3813133,-4.572845
12.111217,1.6181027
21.347836,6.614741
22.750786,7.562148
16.002314,-9.921801
14.27239,20.724794
11.515519,-3.8743644
2.9745378,12.505803
12.048427,17.043507
13.0316925,18.298279
17.298521,-0.13218516
21.075027,9.760679
-6.303665,17.28133
0.44852895,5.628193
0.79510456,18.382458
0.0559157,4.538818
0.7564198,21.478514
-0.365215,4.3515854
-7.4039407,10.362454
2.0588508,5.6863365
-6.3105445,17.279865
-5.924529,17.734217
6.007803,18.784994
15.987481,13.365537
0.13170171,6.0384345
5.398706,15.778842
0.21631159,4.5855985
0.8098981,21.601698
5.254802,10.190243
3.1958625,12.711818
-1.2615491,7.6789184
-1.6984166,-3.466621
2.5983677,5.1580105
4.5253234,-6.958926
-2.059066,13.043589
12.040769,-1.7035837
14.524561,14.115253
-5.9478016,17.70839
15.429682,-1.1773899
-0.58271754,7.158663
13.197494,0.794653
11.096969,-3.363883
21.092997,13.970187
5.911904,18.683163
-1.0246826,5.1268196
-6.2916284,17.304214
16.148842,1.8062532
0.43796808,18.884718
-7.1516604,9.959829
-7.0183268,10.230075
-5.9188423,17.739883
0.43983603,18.800768
11.54646,-3.8618553
0.01668131,4.5045686
0.4112385,21.307701
15.3864975,-1.1751374
0.39669618,18.321909
5.4830704,15.789775
-7.650787,10.0017
0.67304575,18.860039
4.6703134,15.5428295
-2.0360785,13.037999
0.35054648,19.470928
0.29018533,19.458118
0.5964842,18.82855
22.186268,8.114582
0.6841658,18.401104
2.8407757,-7.263607
1.7077796,3.9475377
-0.86198574,7.3519454
5.9117546,18.699642
0.37824994,19.5001
-0.33004263,4.3670635
7.495659,-6.54299
13.878545,1.7412267
0.7998693,5.1316686
9.219757,-6.7869463
21.641708,14.464625
-6.994026,10.331444
-2.2033322,13.315711
0.4062672,21.379084
-7.032759,10.233939
19.858355,6.916847
5.830781,18.607025
11.643867,-0.38320178
3.85233,-5.4132557
-7.0192795,9.937359
0.27272296,21.349997
-7.7012153,9.931783
5.808491,18.59433
3.8533826,-7.655368
0.2287028,21.69877
16.255646,2.3452694
16.128819,1.7992785
0.3894112,19.560083
1.3743306,5.0679355
1.0588869,4.1424184
-7.2682185,9.94416
16.017603,1.735676
5.9579763,18.74736
0.090380564,4.653112
0.53937757,18.313042
4.290513,-6.369636
15.481161,-1.0138804
-0.37500355,5.4554567
-1.0305005,5.106489
0.3458455,18.005293
-5.8787165,17.785141
-7.164291,9.902549
0.72920793,18.37116
9.690453,-7.010257
-1.3798469,-1.8924054
-10.4340105,0.47254628
-7.734592,9.955144
-0.13993813,5.2606688
13.112257,0.6514957
-7.2299194,10.091108
-7.51692,10.465097
4.677971,15.578784
-11.0737295,1.3045068
-2.7734036,-2.8582945
20.936054,7.868557
4.701799,15.576652
0.4111604,21.104145
19.922354,6.7142406
2.901572,12.447508
-1.0059302,5.1600814
3.1549375,12.675636
1.8085569,4.800758
-1.5476679,8.79876
-6.5721135,10.635138
2.070911,4.079078
13.012683,1.5544778
-7.6939726,7.814691
15.240352,13.800845
-7.0925093,10.136134
14.611774,13.785413
13.259334,0.8940607
-1.7990165,-2.2313917
15.012083,-3.5529692
2.462331,5.421482
4.65936,15.565081
-1.8872703,-3.933028
14.987348,-3.5486467
2.6616838,-7.3502126
0.68284655,18.791706
14.014454,2.024922
8.331861,-7.265656
2.445018,-7.4175572
0.2918915,17.870079
-1.7044753,8.646585
15.365596,-0.24703182
0.5935185,19.795918
-3.0186923,-2.5545084
3.854333,-7.650505
-1.0195221,5.1424847
21.890629,8.53234
0.72796434,18.383957
5.446247,15.702802
0.3887373,19.369667
15.226868,1.0276921
2.6278775,-7.339594
2.5820503,-6.753943
-7.4878907,10.029771
3.90459,-7.5792637
0.64447325,5.29692
0.17725208,4.659903
0.22820687,17.644653
12.023228,-1.7135731
5.444787,15.689439
-2.0871367,13.095043
-7.696426,10.369654
-2.1191332,13.123854
-6.705553,10.111245
15.740271,13.462438
0.7936642,21.402758
-7.678424,7.8310585
14.389127,1.8540215
-0.48919198,4.568612
3.9977899,-7.3921356
-1.0983855,7.8399568
5.441996,15.724021
-1.5478244,9.05831
11.742811,20.32016
11.541335,-2.0419004
19.687336,1.977305
-0.8992565,8.09611
2.1034853,5.7576404
-1.7017608,8.495328
-0.6720804,5.38495
6.6137824,-6.8048296
-6.630235,10.678653
5.255862,10.189622
1.3498936,3.897882
-0.0710369,4.369799
-6.666703,11.143119
3.174596,12.6929865
13.462115,2.1080565
1.3030245,4.028113
7.295434,23.366323
11.900843,-3.4058743
-0.40539822,5.083293
2.617519,-6.6838903
-5.86687,17.797256
-7.6944814,7.893462
-7.2163024,8.6053705
16.765598,0.0537947
15.843131,0.5727305
5.3511586,15.785159
-7.702236,8.11082
4.7322116,15.563276
1.2178345,3.9845777
-2.807773,-2.753701
12.970269,1.5684427
-6.299373,17.29456
0.70435166,18.43328
0.6339629,19.381796
11.792503,-0.20744883
0.29711536,17.880241
8.1204605,-7.1794696
16.380556,2.531088
6.0153217,18.79208
0.3777738,21.1929
16.104034,1.8046217
-0.89560276,5.059658
0.33486617,17.968534
0.97026724,4.6842456
0.4016497,5.590749
2.7393878,-7.330446
-0.5940407,5.3897605
4.6626616,15.548263
-1.3130028,7.6843085
5.951465,18.742247
-3.1291142,-3.9789162
19.509266,2.0036457
-2.0524104,13.055367
12.085345,16.961454
11.628231,-3.7579195
-0.9762176,8.062807
15.349992,13.56236
0.2868867,21.5906
0.7968099,18.525764
-0.99869317,5.1575127
-2.084171,13.092718
12.685298,18.630371
2.6033618,-7.359746
2.522959,-6.8446836
1.8726485,3.7932723
11.647709,19.016197
2.8294084,12.387397
0.58906543,20.712955
12.106094,1.618856
10.902729,-1.9291704
11.453147,-5.4343615
10.906262,-1.9208039
-0.7877437,7.2132382
0.6468241,18.64827
15.572634,13.441097
18.353237,1.2644387
21.220343,14.042265
13.009691,1.5120662
-5.874582,17.790184
-3.1207743,-3.9788077
1.567212,11.606199
-7.374671,10.115016
12.745174,14.420319
5.1560464,-6.29039
5.487583,15.7831
-2.032442,13.037198
0.4020169,18.544718
0.52728343,18.426722
-2.1336803,13.153809
12.040653,17.051754
4.69417,-6.9281893
5.493554,15.808625
5.4600863,15.723727
13.737706,14.808842
0.4776531,19.195183
5.5100703,7.523084
-2.1022375,13.083479
1.7018381,3.9014957
-0.44762307,4.3950863
-7.523834,8.160524
-1.8318568,8.521463
-7.704983,7.792428
20.613396,1.5103554
5.3810916,15.753108
5.9564743,18.732624
0.40418568,18.418478
-7.7000713,10.363503
5.2777395,15.818518
0.62335056,18.864569
-7.7178135,9.917725
5.295968,10.151261
5.88424,18.658882
17.055351,2.0309014
5.4626145,15.716026
0.6257166,18.384605
22.250132,8.198008
0.6717252,18.903355
5.3789897,15.838315
11.562163,-3.847936
-1.855715,-2.3155215
-7.3110247,9.953173
2.3402026,5.589426
3.8352032,-7.669813
0.40464434,18.35052
0.065453604,4.528478
12.86845,-0.1153951
11.099911,-1.6577489
0.45066303,19.546019
-1.0903013,7.837263
2.067915,5.8196177
0.33719057,19.3649
0.44592786,18.05927
4.02784,-6.4921255
0.095603645,4.215337
3.2495103,-6.8323417
5.788651,18.565428
2.697692,5.5869513
-0.14374019,5.5663767
14.681388,13.344932
20.72637,8.351129
0.67060196,18.788889
0.628569,19.746754
18.375435,0.21960784
-7.699815,8.176625
2.8192983,12.378564
0.37848172,18.320366
11.493296,-3.899507
0.15348034,5.933518
13.220786,0.8352541
2.758831,-7.2973757
15.701026,0.6238061
12.140878,-3.6415076
5.4837584,15.8126745
0.45708394,5.6149015
-7.3626323,9.857802
11.683016,16.603764
12.903981,-0.20994794
0.810128,18.617393
12.962329,1.5712334
14.963117,-3.5287418
15.451011,-1.1842073
19.372927,2.013721
5.4681396,15.795467
1.6027671,4.0213037
3.0555909,-7.057672
12.363998,16.042444
-7.6767616,10.317573
19.926485,7.133128
0.6752601,18.542833
5.9903784,18.80499
-1.2870879,7.6596365
-2.155524,13.214673
-1.8161653,8.541148
-0.87009525,4.9174156
2.8460996,-6.738696
21.00654,9.851746
12.121346,0.0816742
-0.91929126,7.9616137
0.7786829,18.396227
5.4432096,15.792124
0.7371725,19.523369
-2.2337554,13.3833
5.3258047,15.819786
11.821797,-1.4919573
0.22775039,17.649157
-7.224564,11.120036
0.596929,21.15583
20.022337,1.4977969
18.09332,1.2100706
0.64362824,4.775635
-6.3076434,17.282541
8.262985,-7.18222
20.731224,6.9994273
-7.351773,9.97513
17.131388,2.0929084
19.92551,7.244285
9.422414,-7.0377774
10.712562,-2.989793
-2.42393,-2.4015648
10.782087,-3.2439563
17.793655,-0.83465815
15.4025545,-1.1411613
18.001251,1.049621
-2.3056967,-2.8831363
12.453756,15.198178
21.53216,14.558385
-4.056568,-4.327833
4.6838,15.55596
0.36987692,18.296673
12.444802,-0.8597475
14.983749,21.177498
-6.611711,10.673623
-7.1135426,10.111438
-0.82686156,8.197994
-0.39720276,4.314824
-4.4199414,-4.606669
15.333701,-1.2251334
21.270334,14.762115
2.992036,12.525312
14.531379,14.101154
-7.1151967,9.906271
-7.509393,8.117391
2.7169206,5.581164
8.320835,-7.3046904
-3.477856,-2.9494493
-3.2804034,-3.9324636
8.231062,-7.141113
19.744108,1.9395585
-6.6212983,10.302338
14.9817705,-3.531002
2.4685404,-7.42474
11.351891,20.887678
2.2006588,5.7223606
2.5291708,-6.8857
14.979347,-3.5835698
3.1331844,-6.832576
-7.5072074,10.439357
4.3754873,-7.084631
-0.91261864,7.999726
16.662756,-1.1792073
-0.9160732,8.045744
-7.4665284,9.687522
-6.803674,10.289438
-7.013001,9.923862
16.514238,1.6437995
3.3045006,-5.5915947
11.835094,20.206345
11.307437,-0.45231965
-1.7882998,-2.2289648
11.031909,-0.8467703
11.008685,-0.9673296
15.18413,-0.06954492
-0.18685718,-7.484221
14.645245,12.885701
11.07582,-3.372918
5.963108,18.750275
-7.6986656,9.803985
-7.68808,9.95528
-7.751408,7.7490883
0.3190299,17.959234
-7.6781936,10.080355
0.44422096,18.890257
2.5122845,12.12331
-7.4541826,8.478346
11.455219,-2.204626
-6.3291755,10.391438
0.2970584,21.384651
7.4914308,-6.5480204
5.1292057,-6.52012
-11.054955,1.283877
-0.45623067,5.0020127
4.70448,15.553356
2.4750545,-7.4242554
16.548323,2.398386
16.437864,1.6463785
21.286797,6.595963
4.810499,15.527563
21.2574,14.033742
3.5523148,-5.5911293
0.3563324,4.264559
1.113443,4.8719625
-0.30487397,5.175993
-7.7118154,7.8738728
0.12643465,6.018803
-1.0208734,7.828265
-2.0829616,13.084003
0.31202698,19.42885
-7.5970993,8.337475
11.439963,-1.5451493
18.39046,1.2435724
15.858763,1.6040206
0.85291994,21.687992
7.466039,-6.506554
5.48763,15.774213
-2.0533388,13.056102
2.8457708,12.393697
0.58324724,20.763145
21.607342,14.4149475
0.70765156,18.557014
5.354747,15.620867
12.321879,17.996014
-2.4012096,13.826882
-0.85302067,8.002913
14.661209,-4.31484
22.265755,6.6051974
16.513775,2.4160829
0.4387747,18.823845
0.70651704,18.38478
0.1653279,4.642292
18.065664,1.1967294
4.4461665,-6.913809
4.705642,15.533595
2.4601188,-7.43067
0.11198956,4.560677
1.2798434,4.063376
6.0065193,18.78094
16.52756,1.6411643
15.449759,-1.0272546
0.167967,4.6388655
0.39634115,18.468218
-0.122716755,5.2078686
-6.634312,10.323689
0.658131,18.55878
6.022497,18.802038
22.194138,8.125542
21.33701,6.6584916
4.5175695,-6.946022
21.311192,9.293034
21.27732,6.638446
0.3457384,19.51025
-7.2728887,8.467942
2.5153637,-6.8906436
8.357235,-7.174533
0.42474982,19.595522
13.705582,14.8446865
12.764617,18.936869
0.27604973,21.622244
2.5160685,12.129368
5.3924313,15.679367
0.74378264,18.725895
9.702041,-7.056108
20.758286,7.9775968
-1.0636129,5.107004
0.6900117,18.395214
1.5473622,11.590578
0.8476593,21.674858
-0.938454,8.080801
-1.0362108,5.128175
5.4473042,15.807515
2.1544127,5.9162073
4.4542484,-4.9460015
-7.190914,10.742213
0.43910474,19.584555
11.750471,16.625711
-7.680896,7.810239
-7.7137756,7.7972965
-7.457074,9.797006
-0.35703176,5.523624
15.132506,0.8051341
-7.5592,10.326903
0.43151757,21.151129
10.820248,-3.2137601
19.430143,7.4093285
0.7283134,21.566439
-1.0840662,7.846791
12.62803,19.130451
3.89351,-7.601015
4.358357,-7.117834
16.565128,1.6437877
18.31426,1.1306161
4.6824455,15.558923
12.379342,17.930025
2.327354,5.8436093
3.2435927,-6.850474
14.64957,14.040374
0.30252698,21.316303
5.3237934,15.596012
0.4213521,21.559193
15.649072,13.577184
17.835962,0.5105901
12.117266,-3.54751
17.722513,-0.77530146
3.8459165,-7.6551456
-7.4736896,9.866339
13.125981,0.67448705
5.859947,18.633062
0.5650334,4.218303
-11.074204,1.3042476
3.9419494,-5.996866
17.727152,0.6169585
11.912629,16.488174
0.71236163,18.615484
0.22189926,5.976411
0.84749705,21.623142
2.1357613,5.901339
13.304883,1.0025018
0.22912224,17.64776
16.533997,1.6490757
0.680038,19.023464
-0.970037,7.9125366
20.743958,6.9990597
0.6406686,19.252724
0.78091705,21.776756
-5.875834,17.788542
0.7395534,4.789784
0.3873995,19.499966
-1.6980282,-3.4662874
-0.16094823,5.5615067
-5.8927736,17.76969
-2.2180126,13.326619
-1.9018754,-3.9310865
-2.1167507,-2.65807
2.098379,5.742989
10.826551,-3.2372365
-10.4443445,0.4793231
5.0474906,-6.994589
0.7077075,21.565601
0.7237311,18.386263
0.59453154,20.763092
-6.523214,10.640869
21.873243,6.026869
22.133846,6.2622967
12.090673,1.606336
22.951948,7.7584076
13.065872,18.194212
3.903888,-6.063987
0.7190535,18.357079
0.7913811,19.808323
-7.4138474,8.443046
4.3174357,-4.9523516
8.115703,-7.2496715
0.74406415,5.111303
5.2480106,10.196809
13.339482,-1.9497089
-1.1094546,7.85508
-7.281233,8.479452
0.13139978,6.0137715
-0.25541738,4.4513526
20.902395,9.715543
20.918585,7.6413064
5.446898,15.741244
0.20456086,21.465967
-1.817076,8.532618
11.656036,-1.9686729
0.84531265,21.704798
16.27612,-1.2459972
2.7401547,5.5558476
11.047204,-1.3090028
-2.6249268,-2.5106726
13.247073,17.962196
2.0681295,3.8570888
3.9635203,-6.343643
4.3308525,-6.3278418
15.859284,1.641997
15.347925,13.734164
-7.2840815,8.524571
-7.241159,10.768735
5.730171,18.502129
10.652571,-2.931476
1.9899476,3.9987867
2.520616,5.173855
-7.07731,10.580663
0.43467462,19.580301
12.767027,14.452974
1.9028858,4.0297422
0.35804543,18.118546
17.282032,-0.13166766
5.476702,15.743211
3.8146672,-7.692483
-4.0309324,-4.3053727
1.264146,3.9829504
0.7414701,18.426136
14.48689,14.138649
17.67242,0.3441647
12.245981,16.334988
15.456846,-1.1722661
20.815773,7.9795523
0.5671827,19.75818
-11.073646,1.3044493
-1.3064955,7.665393
-0.4258423,5.094939
0.8635003,21.713385
11.134782,-1.367267
-3.104064,-3.9481237
0.22525164,17.638397
3.7739568,-5.195701
-7.6219926,8.301772
0.34923786,21.47012
-2.112205,13.099726
5.425182,15.835212
-1.8017657,-3.4731975
0.45219833,21.835238
-6.8089666,10.75644
2.0806801,5.7949514
0.3306832,17.972687
-0.030290196,4.50406
6.024366,18.801975
11.542363,-0.3610511
-1.0883054,7.8416243
-0.9478474,5.0146317
13.094515,13.634568
-1.0048566,5.1008835
7.313579,23.777407
0.80760634,21.722824
-7.682312,7.8571997
20.763361,13.8375
14.650339,13.905123
-1.6860799,8.661453
0.43451637,21.21748
0.6410633,21.944962
0.793614,19.611082
-7.5501328,9.760617
0.13187616,6.0399528
4.696445,-4.7441845
-4.305168,-4.5089393
15.984092,21.193138
0.36439946,19.407495
21.2961,6.573322
21.53376,9.032602
12.739327,14.393723
11.71379,-1.9935079
-3.1799378,-2.6532617
0.60259473,21.187298
-0.6983119,8.331737
0.37270844,19.421532
-1.7949325,-3.4895444
11.693422,-1.9920453
15.144365,13.969902
-5.8717513,17.793213
-7.5152664,8.136725
0.38383603,21.139748
2.5625274,5.150341
3.3161242,-5.5404344
11.885527,-3.4669287
17.759235,-0.80712473
-7.364964,9.82527
2.9534204,-6.797849
9.096052,-6.9248867
0.6892715,21.84353
11.383776,20.846891
13.270808,-2.2764878
0.31432292,17.922115
-7.0993075,10.11862
-6.038204,17.604502
-6.5349436,10.673071
7.5197983,-6.6595
19.55314,7.328292
-1.3206706,7.6797395
5.3813243,15.803791
11.63139,-0.5473057
-7.7083135,9.9351
0.39683372,18.469994
2.0798805,5.733172
0.8074875,19.809565
12.090521,16.970455
13.641104,-2.732924
0.040659774,5.603241
-2.6286335,-2.5100834
20.878286,7.7714095
5.7833695,18.55749
20.861626,7.8835335
1.5481083,11.590723
3.153567,-6.8359942
-2.9827707,4.139358
2.5283773,12.123002
-7.565599,8.166346
-2.0014887,-11.545849
0.28840527,21.582985
0.70523643,18.505383
11.358769,20.879894
-2.9792676,4.151713
1.5502183,11.592695
16.529633,1.6504613
12.407885,17.897083
20.945831,13.912054
11.577549,-3.4658153
-7.6214767,9.69129
-1.0928102,7.8651567
15.352335,-0.27416536
6.031782,18.808928
-7.5037165,8.175763
21.621237,9.14984
12.296088,18.002192
12.006717,19.34391
12.122287,16.948101
15.138168,13.971953
13.113018,18.162868
-1.3124444,7.6494193
-0.81100243,4.944751
-5.870401,17.795189
-4.715313,0.78967357
11.889926,16.50677
11.569422,-2.0910113
-3.249053,-3.9065988
21.245173,14.838077
0.8768903,21.696144
2.7120988,5.608356
-3.1021576,-3.9997473
1.7792364,3.8640158
-6.305431,17.286348
-4.040744,-4.3116703
8.274642,6.3913326
1.2999724,5.168728
-0.5705205,5.3957005
-7.462389,8.451795
8.299328,6.434209
13.778282,20.471031
15.110203,0.888312
11.541539,18.894073
12.261548,16.335695
21.342043,6.640487
12.782914,14.467825
-10.557079,2.6036825
0.4494334,21.406008
-11.065267,1.2952155
-6.6529293,10.66577
4.7053013,15.551279
12.076281,1.5564086
12.745137,14.436608
-11.120024,1.2703612
-2.0026028,-11.54487
8.460306,-7.374295
10.986549,-1.3913776
4.742287,15.549203
6.6410737,-6.785433
17.094103,1.4995893
1.7463843,4.0143647
14.489549,20.850496
10.679805,-2.916977
15.106204,14.009399
14.46241,20.822895
22.83363,7.656947
12.100316,1.6104478
11.028668,-0.8386939
11.237418,-0.49700525
13.176768,2.634455
13.078213,2.5538692
21.669884,14.271667
21.705389,14.22978
16.050829,13.366994
22.970755,7.7750764
16.030586,13.431565
14.688556,13.233532
12.418625,15.7687645
13.045252,18.07477
0.45713294,18.898136
-10.219592,0.24852592
17.797985,0.54358304
12.29656,16.287767
-10.221905,0.25075626
-10.542362,2.6187613
-0.9296238,8.079901
0.79850775,19.801588
0.2695139,21.445267
0.7454998,19.059103
11.729161,20.354334
20.756018,8.342452
0.57512265,19.729177
17.528158,0.76693964
10.659938,-2.930871
7.298757,23.368713
-7.125301,10.844684
16.043167,13.392316
9.534879,-7.010482
19.457998,7.3848424
12.857487,-0.39336678
12.4865,17.913351
12.169097,16.815815
12.1979475,1.6632348
-6.535668,10.553904
0.57374233,20.733763
-6.569483,11.189389
12.683099,19.059816
14.134864,-3.858722
12.752686,18.968063
-10.4405775,0.4759255
13.690473,14.852475
12.710386,13.844124
11.454722,20.776337
-0.7538599,4.79345
-1.2915263,7.6807
20.320862,1.566724
0.2800009,21.586704
-0.65311605,5.406761
2.9407902,12.47788
2.4694571,-6.946582
-2.1555877,13.213501
-1.0933638,8.258521
4.4640093,-6.937859
2.0839365,5.712157
-7.2670813,9.842216
0.8247588,21.790173
2.4484293,-7.460703
-7.295676,11.130532
4.737042,15.589192
14.527159,20.86157
-1.7969236,8.519553
13.251277,17.945808
2.141308,5.8878765
-2.9863205,4.5780077
-3.31802,-3.5138416
0.75340647,18.340054
5.2891474,10.158402
16.215492,-1.2175738
5.994478,18.771225
12.718476,13.809445
-0.5591721,5.4161563
11.881473,20.04175
-7.7408094,10.39248
15.982251,21.193148
14.164009,1.177265
-7.438194,8.27356
0.65989316,19.020296
0.7849084,18.391846
0.25083414,-6.880289
-4.6019034,0.8953738
0.6993676,19.068901
4.98046,-7.165286
-5.8788414,17.785126
-6.7396708,10.581362
5.3329954,15.618985
0.35869014,21.186834
7.5060215,-6.6618733
-0.49259657,5.0521684
1.2163895,3.975554
20.75487,8.351171
-7.2917843,10.093521
4.301839,-6.462067
-3.0001373,4.519087
-0.3273439,5.4493065
-3.0689921,4.61978
13.286564,2.5346088
3.9403572,-5.2786283
10.642252,-2.9021883
-0.89061826,7.2347913
-1.8791282,-3.8902779
-2.2567313,13.459362
13.735255,20.486502
1.8458745,3.9682791
20.135872,6.1007357
2.1976888,5.783795
0.7777708,21.696663
1.464388,5.144248
2.1312165,5.8831778
0.14382105,6.0333376
17.460327,-0.5680217
1.5393095,11.580695
-3.1262238,-3.9662776
2.9096177,12.450288
17.709696,-0.18059213
17.701855,-0.17830138
20.362352,6.720698
19.642183,2.0047219
0.56988907,18.58477
-2.8846083,3.8521593
0.8280883,21.683664
-6.58454,10.546856
-6.9680524,10.2907295
11.438127,20.792538
-10.201656,0.22989573
2.3338554,5.508827
19.434883,7.41433
-7.714218,8.254015
3.5033658,-5.6425686
0.113730825,4.675706
13.741633,20.482367
12.782164,18.871817
-7.245563,8.567158
0.68185145,21.936853
-2.0639942,-2.5481558
0.23029527,17.644636
-3.1090033,-4.005129
15.378069,-1.1732026
-1.8008147,-2.24995
-0.09157231,4.3496695
21.107239,7.7633295
19.996485,1.4856713
6.630348,-6.7920437
20.809992,8.505098
-7.365428,9.831251
2.5294745,-6.8015184
0.02437874,4.5712314
-0.09893908,5.147431
0.82455194,21.666943
0.7841892,21.615166
16.058908,1.7720821
0.19367275,5.9993873
20.69677,13.857426
5.7417808,18.514462
1.1771272,4.0980606
5.8002663,18.578047
3.1087906,12.631243
0.3073836,21.455765
2.4944863,-6.9295897
-0.6999418,8.33587
20.460104,6.828665
0.7278682,19.121794
0.3934964,18.323286
14.407492,-3.4422104
0.6310724,21.949205
5.1762953,-6.461002
13.269108,2.4617412
-3.0142164,-2.5813863
-6.5661902,11.161288
-7.1378293,9.832048
0.25431627,21.530998
-2.8667514,3.8282278
-1.7410966,8.61108
-0.98830706,-1.5706694
11.566503,18.948174
19.285822,2.0181177
11.959075,-3.4090018
7.4469233,-6.510867
0.9609215,4.9016366
20.562862,6.8977294
19.443003,7.3993177
11.992374,-0.75952256
12.713979,14.384929
18.132538,0.046482272
-0.8618862,4.916276
-7.2922378,8.484925
20.814367,7.8880763
12.432097,-0.9533302
0.32861355,17.948381
5.360417,15.827891
0.7017804,5.1568794
5.505468,7.518681
-7.004512,10.222002
-0.31651622,4.28179
