customer_id,gross_revenue,recency_days,qty_invoices,qty_items,qty_products,avg_ticket,frequency,qty_returns,returns_ratio,avg_basket_size,avg_unique_basket_size,period_of_buy_day,period_of_buy_quarter,country
17511,91062.38,2.0,31.0,64549.0,963.0,94.5611422637591,0.08333333333333333,1535.0,0.0237803838944058,2082.2258064516127,14.612903225806452,before_11,4,United Kingdom
13705,711.86,7.0,3.0,363.0,28.0,25.423571428571428,0.008174386920980926,0.0,0.0,121.0,8.333333333333334,after_20,4,United Kingdom
13747,79.6,373.0,1.0,8.0,1.0,79.6,1.0,0.0,0.0,8.0,1.0,after_20,4,United Kingdom
13408,28117.04,1.0,62.0,16232.0,478.0,58.82225941422595,0.16621983914209115,104.0,0.006407097092163627,261.80645161290323,3.774193548387097,after_20,4,United Kingdom
13767,17220.36,2.0,37.0,7322.0,368.0,46.79445652173913,0.09946236559139784,64.0,0.008740781207320403,197.8918918918919,1.4864864864864864,between_11_20,2,United Kingdom
17924,2962.5,11.0,7.0,1160.0,31.0,95.56451612903226,0.01928374655647383,19.0,0.016379310344827588,165.71428571428572,3.7142857142857144,after_20,4,United Kingdom
13448,3539.37,16.0,6.0,1660.0,195.0,18.150615384615385,0.01675977653631285,22.0,0.01325301204819277,276.6666666666667,22.833333333333332,after_20,4,United Kingdom
15862,832.88,8.0,4.0,585.0,147.0,5.665850340136054,0.01092896174863388,0.0,0.0,146.25,35.5,after_20,4,United Kingdom
15513,14758.220000000001,33.0,19.0,5709.0,308.0,47.91629870129871,0.05571847507331378,164.0,0.028726572079173236,300.4736842105263,9.631578947368421,before_11,1,United Kingdom
12791,177.60000000000002,373.0,1.0,96.0,1.0,177.60000000000002,1.0,0.0,0.0,96.0,1.0,after_20,4,Netherlands
16218,3084.68,29.0,7.0,2088.0,84.0,36.72238095238095,0.020289855072463767,11.0,0.005268199233716475,298.2857142857143,8.0,after_20,2,United Kingdom
14045,1659.75,109.0,4.0,535.0,6.0,276.625,0.01509433962264151,0.0,0.0,133.75,1.0,before_11,1,United Kingdom
14307,2995.72,88.0,6.0,2058.0,180.0,16.642888888888887,0.02097902097902098,0.0,0.0,343.0,25.0,before_11,3,United Kingdom
17908,243.28,373.0,1.0,173.0,58.0,4.19448275862069,1.0,0.0,0.0,173.0,51.0,after_20,4,United Kingdom
17920,4192.2,4.0,17.0,2514.0,695.0,6.031942446043165,0.04594594594594595,0.0,0.0,147.88235294117646,23.88235294117647,after_20,4,United Kingdom
12838,683.13,33.0,2.0,359.0,123.0,5.55390243902439,0.005865102639296188,0.0,0.0,179.5,57.5,before_11,4,United Kingdom
13255,399.51,9.0,2.0,177.0,13.0,30.73153846153846,0.005479452054794521,3.0,0.01694915254237288,88.5,6.5,after_20,4,United Kingdom
16583,233.45,373.0,1.0,111.0,14.0,16.675,1.0,0.0,0.0,111.0,14.0,after_20,4,United Kingdom
18085,689.95,330.0,2.0,265.0,29.0,23.79137931034483,0.045454545454545456,0.0,0.0,132.5,12.5,after_20,4,United Kingdom
13758,3190.55,11.0,7.0,1844.0,117.0,27.26965811965812,0.01928374655647383,0.0,0.0,263.42857142857144,14.857142857142858,after_20,4,United Kingdom
13694,65039.62,3.0,50.0,63312.0,568.0,114.50637323943663,0.1347708894878706,1504.0,0.023755370229972202,1266.24,7.32,after_20,1,United Kingdom
15983,1475.02,22.0,4.0,892.0,113.0,13.053274336283186,0.011363636363636364,0.0,0.0,223.0,20.5,between_11_20,4,United Kingdom
14849,7930.54,21.0,25.0,5694.0,388.0,20.439536082474227,0.0708215297450425,38.0,0.0066736916051984545,227.76,6.36,before_11,4,United Kingdom
17968,277.35,373.0,1.0,160.0,85.0,3.2629411764705885,1.0,0.0,0.0,160.0,74.0,after_20,4,United Kingdom
16210,21076.3,1.0,17.0,7558.0,122.0,172.75655737704918,0.045576407506702415,0.0,0.0,444.5882352941176,4.294117647058823,before_11,4,United Kingdom
17897,566.6,172.0,3.0,229.0,114.0,4.970175438596492,0.01485148514851485,6.0,0.026200873362445413,76.33333333333333,33.333333333333336,between_11_20,4,United Kingdom
17377,4100.92,23.0,20.0,2076.0,418.0,9.810813397129186,0.05698005698005698,1.0,0.0004816955684007707,103.8,9.5,before_11,4,United Kingdom
16552,379.73,242.0,2.0,219.0,17.0,22.337058823529414,0.015151515151515152,0.0,0.0,109.5,8.5,before_11,4,United Kingdom
17181,239.92000000000002,57.0,2.0,241.0,23.0,10.431304347826087,0.006309148264984227,0.0,0.0,120.5,11.5,between_11_20,4,United Kingdom
17951,1008.5400000000001,39.0,3.0,616.0,20.0,50.42700000000001,0.008955223880597015,6.0,0.00974025974025974,205.33333333333334,6.0,after_20,4,United Kingdom
14729,313.49,373.0,1.0,197.0,71.0,4.415352112676056,1.0,0.0,0.0,197.0,69.0,after_20,4,United Kingdom
12748,32317.32,0.0,206.0,25511.0,4580.0,7.056183406113537,0.5508021390374331,1535.0,0.06017012269217201,123.83980582524272,8.572815533980583,before_11,4,United Kingdom
15012,423.04,53.0,2.0,231.0,128.0,3.305,0.006230529595015576,0.0,0.0,115.5,55.0,between_11_20,4,United Kingdom
12868,1607.0600000000002,185.0,6.0,928.0,107.0,15.0192523364486,0.031746031746031744,0.0,0.0,154.66666666666666,12.0,before_11,1,United Kingdom
17572,226.75000000000003,71.0,4.0,95.0,12.0,18.895833333333336,0.013201320132013201,0.0,0.0,23.75,1.75,after_20,3,United Kingdom
14078,1049.37,101.0,6.0,310.0,65.0,16.144153846153845,0.02197802197802198,0.0,0.0,51.666666666666664,7.666666666666667,after_20,2,United Kingdom
14001,2043.0800000000002,45.0,3.0,962.0,39.0,52.38666666666667,0.00911854103343465,0.0,0.0,320.6666666666667,11.333333333333334,after_20,4,United Kingdom
12662,3543.78,0.0,11.0,2041.0,220.0,16.10809090909091,0.029411764705882353,18.0,0.008819206271435572,185.54545454545453,11.636363636363637,between_11_20,4,Germany
15525,823.42,2.0,3.0,414.0,177.0,4.652090395480226,0.008064516129032258,2.0,0.004830917874396135,138.0,44.0,between_11_20,4,United Kingdom
14237,161.0,373.0,1.0,38.0,9.0,17.88888888888889,1.0,0.0,0.0,38.0,9.0,after_20,4,United Kingdom
17905,800.24,71.0,4.0,407.0,34.0,23.536470588235293,0.013201320132013201,0.0,0.0,101.75,8.25,after_20,4,United Kingdom
15485,2575.0,30.0,3.0,1306.0,86.0,29.941860465116278,0.00872093023255814,0.0,0.0,435.3333333333333,19.666666666666668,before_11,4,United Kingdom
12433,13375.87,0.0,7.0,11071.0,420.0,31.847309523809525,0.01871657754010695,0.0,0.0,1581.5714285714287,31.285714285714285,before_11,4,Norway
16955,518.67,184.0,4.0,266.0,25.0,20.746799999999997,0.021052631578947368,20.0,0.07518796992481203,66.5,4.5,before_11,4,United Kingdom
15350,115.65,373.0,1.0,51.0,5.0,23.130000000000003,1.0,0.0,0.0,51.0,5.0,after_20,4,United Kingdom
15605,1198.23,36.0,5.0,441.0,67.0,17.88402985074627,0.014792899408284023,0.0,0.0,88.2,12.2,after_20,4,United Kingdom
18144,2888.75,7.0,12.0,1343.0,43.0,67.18023255813954,0.0326975476839237,0.0,0.0,111.91666666666667,2.25,after_20,4,United Kingdom
15922,369.5,373.0,1.0,138.0,11.0,33.59090909090909,1.0,2.0,0.014492753623188406,138.0,11.0,after_20,4,United Kingdom
14594,379.83,7.0,2.0,185.0,53.0,7.166603773584906,0.005449591280653951,0.0,0.0,92.5,24.0,after_20,4,United Kingdom
15165,487.75,373.0,1.0,160.0,27.0,18.064814814814813,1.0,0.0,0.0,160.0,27.0,after_20,4,United Kingdom
14911,140450.72,1.0,199.0,80263.0,5673.0,24.7577507491627,0.5335120643431636,3332.0,0.04151352428890024,403.3316582914573,8.974874371859297,between_11_20,4,EIRE
16456,2158.37,99.0,5.0,1148.0,111.0,19.444774774774775,0.01818181818181818,0.0,0.0,229.6,16.0,after_20,3,United Kingdom
17841,40967.72,1.0,124.0,23053.0,7838.0,5.226807859147742,0.3324396782841823,203.0,0.008805795341170347,185.91129032258064,10.661290322580646,before_11,4,United Kingdom
19001,4951.37,373.0,1.0,1207.0,526.0,9.413250950570342,1.0,0.0,0.0,1207.0,522.0,after_20,4,United Kingdom
12472,6068.11,32.0,7.0,4120.0,332.0,18.277439759036145,0.020710059171597635,128.0,0.031067961165048542,588.5714285714286,31.142857142857142,between_11_20,4,Germany
17346,2676.56,3.0,15.0,1657.0,500.0,5.35312,0.04043126684636118,18.0,0.010863005431502716,110.46666666666667,19.933333333333334,between_11_20,4,United Kingdom
19010,2.9699999999999998,373.0,1.0,2.0,2.0,1.4849999999999999,1.0,0.0,0.0,2.0,2.0,after_20,4,United Kingdom
17643,101.55,373.0,1.0,71.0,8.0,12.69375,1.0,0.0,0.0,71.0,8.0,after_20,4,United Kingdom
19011,99.75,373.0,1.0,5.0,1.0,99.75,1.0,0.0,0.0,5.0,1.0,after_20,4,United Kingdom
17873,1729.7800000000002,80.0,5.0,1046.0,43.0,40.22744186046512,0.017006802721088437,48.0,0.045889101338432124,209.2,4.6,between_11_20,2,United Kingdom
13093,7832.47,275.0,8.0,3961.0,159.0,49.260817610062894,0.08080808080808081,18.0,0.0045443069931835394,495.125,12.125,after_20,1,United Kingdom
12921,16587.09,9.0,37.0,9526.0,720.0,23.037625,0.10136986301369863,72.0,0.007558261599832038,257.4594594594595,6.297297297297297,before_11,3,United Kingdom
13468,5704.97,1.0,37.0,2589.0,302.0,18.89062913907285,0.09919571045576407,8.0,0.003089996137504828,69.97297297297297,4.972972972972973,before_11,4,United Kingdom
17760,287.59,21.0,2.0,239.0,25.0,11.503599999999999,0.0056657223796034,0.0,0.0,119.5,12.5,between_11_20,4,United Kingdom
19012,6.7,373.0,1.0,2.0,2.0,3.35,1.0,0.0,0.0,2.0,2.0,after_20,4,United Kingdom
16928,2839.65,80.0,17.0,2113.0,208.0,13.652163461538462,0.05782312925170068,20.0,0.00946521533364884,124.29411764705883,4.0,between_11_20,3,United Kingdom
16048,256.44,373.0,2.0,144.0,8.0,32.055,2.0,1.0,0.006944444444444444,72.0,4.0,after_20,4,United Kingdom
16274,337.75,373.0,1.0,153.0,65.0,5.196153846153846,1.0,0.0,0.0,153.0,63.0,after_20,4,United Kingdom
14496,538.8100000000001,311.0,2.0,159.0,19.0,28.35842105263158,0.031746031746031744,0.0,0.0,79.5,8.0,after_20,1,United Kingdom
14696,2078.95,4.0,7.0,1630.0,130.0,15.991923076923076,0.01891891891891892,4.0,0.00245398773006135,232.85714285714286,16.714285714285715,before_11,4,United Kingdom
16539,1388.81,2.0,4.0,477.0,45.0,30.862444444444442,0.010752688172043012,0.0,0.0,119.25,9.0,before_11,4,United Kingdom
17025,357.77,60.0,3.0,235.0,9.0,39.75222222222222,0.009554140127388535,0.0,0.0,78.33333333333333,2.6666666666666665,after_20,4,United Kingdom
13777,25977.16,0.0,33.0,12897.0,197.0,131.86375634517768,0.08823529411764706,90.0,0.006978367062107467,390.8181818181818,1.0909090909090908,after_20,4,United Kingdom
17690,4757.95,30.0,15.0,1773.0,256.0,18.5857421875,0.0436046511627907,6.0,0.00338409475465313,118.2,12.4,before_11,4,United Kingdom
12947,1603.99,143.0,6.0,1165.0,97.0,16.535979381443298,0.025974025974025976,8.0,0.0068669527896995704,194.16666666666666,13.833333333333334,before_11,2,United Kingdom
17460,622.4300000000001,94.0,6.0,236.0,29.0,21.463103448275863,0.02142857142857143,60.0,0.2542372881355932,39.333333333333336,3.0,after_20,4,United Kingdom
18229,7276.900000000001,11.0,20.0,2488.0,164.0,44.37134146341464,0.05509641873278237,0.0,0.0,124.4,3.3,between_11_20,3,United Kingdom
14142,311.81,373.0,1.0,313.0,22.0,14.173181818181819,1.0,0.0,0.0,313.0,22.0,after_20,4,United Kingdom
17069,2709.7000000000003,28.0,9.0,1506.0,143.0,18.948951048951052,0.02601156069364162,24.0,0.01593625498007968,167.33333333333334,12.333333333333334,before_11,4,United Kingdom
13065,205.86,373.0,1.0,74.0,14.0,14.704285714285716,1.0,0.0,0.0,74.0,14.0,after_20,4,United Kingdom
14606,12006.65,1.0,90.0,6214.0,2697.0,4.4518539117538,0.24128686327077747,245.0,0.039427100096556165,69.04444444444445,9.066666666666666,between_11_20,1,United Kingdom
19014,6308.16,373.0,1.0,1477.0,591.0,10.673705583756345,1.0,0.0,0.0,1477.0,589.0,after_20,4,United Kingdom
16835,180.85,128.0,2.0,61.0,10.0,18.085,0.008130081300813009,0.0,0.0,30.5,5.0,after_20,4,United Kingdom
15235,2247.51,217.0,12.0,1324.0,143.0,15.716853146853149,0.07643312101910828,0.0,0.0,110.33333333333333,11.0,before_11,1,United Kingdom
13576,6717.34,10.0,18.0,2646.0,126.0,53.312222222222225,0.04945054945054945,6.0,0.0022675736961451248,147.0,4.333333333333333,after_20,4,United Kingdom
19015,38.09,373.0,1.0,9.0,6.0,6.348333333333334,1.0,0.0,0.0,9.0,6.0,after_20,4,United Kingdom
18011,102.78999999999999,373.0,1.0,71.0,28.0,3.671071428571428,1.0,0.0,0.0,71.0,28.0,after_20,4,United Kingdom
13090,8895.82,8.0,13.0,2262.0,154.0,57.765064935064935,0.03561643835616438,69.0,0.03050397877984085,174.0,7.461538461538462,between_11_20,4,United Kingdom
15694,6464.4,0.0,13.0,1676.0,77.0,83.95324675324675,0.03485254691689008,12.0,0.007159904534606206,128.92307692307693,3.1538461538461537,before_11,4,United Kingdom
14741,1400.34,11.0,6.0,841.0,59.0,23.73457627118644,0.016574585635359115,0.0,0.0,140.16666666666666,5.833333333333333,between_11_20,4,United Kingdom
13715,1079.34,281.0,5.0,563.0,105.0,10.279428571428571,0.05434782608695652,8.0,0.014209591474245116,112.6,17.8,before_11,4,United Kingdom
14092,4076.91,7.0,14.0,2066.0,214.0,19.050981308411213,0.03977272727272727,5.0,0.002420135527589545,147.57142857142858,8.357142857142858,between_11_20,4,United Kingdom
17732,303.97,372.0,1.0,93.0,18.0,16.887222222222224,1.0,0.0,0.0,93.0,18.0,after_20,4,United Kingdom
12855,38.1,372.0,1.0,30.0,3.0,12.700000000000001,1.0,0.0,0.0,30.0,3.0,after_20,4,United Kingdom
15752,2637.38,39.0,7.0,1978.0,411.0,6.41698296836983,0.020958083832335328,5.0,0.0025278058645096056,282.57142857142856,33.714285714285715,before_11,3,United Kingdom
17855,208.97,372.0,1.0,197.0,17.0,12.292352941176471,1.0,0.0,0.0,197.0,17.0,after_20,4,United Kingdom
14047,1308.6100000000001,8.0,5.0,381.0,32.0,40.894062500000004,0.0136986301369863,4.0,0.010498687664041995,76.2,4.4,after_20,4,United Kingdom
17925,244.08,372.0,1.0,72.0,1.0,244.08,1.0,0.0,0.0,72.0,1.0,after_20,4,United Kingdom
13941,5112.96,21.0,5.0,2364.0,45.0,113.62133333333334,0.014204545454545454,57.0,0.024111675126903553,472.8,4.8,between_11_20,4,United Kingdom
17017,8694.26,2.0,20.0,6673.0,252.0,34.50103174603175,0.05390835579514825,60.0,0.008991458114790948,333.65,4.4,after_20,4,United Kingdom
14135,4690.31,1.0,15.0,3850.0,134.0,35.00231343283583,0.04032258064516129,0.0,0.0,256.6666666666667,6.333333333333333,before_11,4,United Kingdom
13108,350.06,372.0,1.0,298.0,10.0,35.006,1.0,0.0,0.0,298.0,10.0,after_20,4,United Kingdom
12471,17424.05,2.0,27.0,8104.0,439.0,39.690318906605924,0.0743801652892562,246.0,0.03035538005923001,300.14814814814815,5.481481481481482,between_11_20,4,Germany
15601,6776.56,11.0,14.0,4983.0,410.0,16.52819512195122,0.03867403314917127,5.0,0.0010034115994380895,355.92857142857144,16.428571428571427,between_11_20,1,United Kingdom
13418,6127.43,11.0,18.0,3918.0,304.0,20.156019736842108,0.049723756906077346,79.0,0.020163348647269014,217.66666666666666,12.38888888888889,before_11,4,United Kingdom
14766,2473.37,8.0,6.0,1349.0,135.0,18.321259259259257,0.016713091922005572,26.0,0.01927353595255745,224.83333333333334,18.5,after_20,2,United Kingdom
15658,1024.1000000000001,190.0,5.0,242.0,48.0,21.33541666666667,0.0273224043715847,10.0,0.04132231404958678,48.4,8.0,after_20,2,United Kingdom
14388,3212.84,10.0,8.0,1941.0,186.0,17.273333333333333,0.02203856749311295,8.0,0.004121586810922205,242.625,15.5,before_11,4,United Kingdom
14901,1421.29,11.0,9.0,661.0,96.0,14.805104166666666,0.024861878453038673,2.0,0.0030257186081694403,73.44444444444444,8.11111111111111,before_11,4,United Kingdom
18041,4183.39,11.0,21.0,3819.0,472.0,8.863114406779662,0.058011049723756904,9.0,0.002356637863315004,181.85714285714286,13.571428571428571,after_20,1,United Kingdom
15955,4416.26,24.0,14.0,2135.0,183.0,24.13256830601093,0.04011461318051576,11.0,0.005152224824355972,152.5,9.785714285714286,after_20,3,United Kingdom
15070,106.2,372.0,1.0,36.0,1.0,106.2,1.0,0.0,0.0,36.0,1.0,after_20,4,United Kingdom
16244,1522.75,211.0,2.0,855.0,91.0,16.733516483516482,0.012345679012345678,0.0,0.0,427.5,44.0,before_11,4,United Kingdom
15111,1567.48,29.0,3.0,710.0,84.0,18.660476190476192,0.00872093023255814,0.0,0.0,236.66666666666666,23.333333333333332,before_11,4,United Kingdom
19016,45.85,372.0,1.0,11.0,11.0,4.168181818181818,1.0,0.0,0.0,11.0,11.0,after_20,4,United Kingdom
14390,4652.82,10.0,9.0,2136.0,286.0,16.268601398601398,0.024793388429752067,11.0,0.005149812734082397,237.33333333333334,15.0,after_20,4,United Kingdom
15260,1810.77,100.0,7.0,885.0,77.0,23.516493506493507,0.02564102564102564,24.0,0.02711864406779661,126.42857142857143,8.857142857142858,between_11_20,2,United Kingdom
13305,2000.86,4.0,10.0,1232.0,81.0,24.701975308641973,0.02710027100271003,0.0,0.0,123.2,5.0,before_11,3,United Kingdom
14491,340.93,175.0,2.0,139.0,17.0,20.05470588235294,0.010101010101010102,0.0,0.0,69.5,8.5,between_11_20,4,United Kingdom
14060,6140.42,4.0,19.0,5386.0,202.0,30.39811881188119,0.051490514905149054,12.0,0.0022279985146676567,283.4736842105263,4.526315789473684,between_11_20,4,United Kingdom
15923,127.08,372.0,1.0,122.0,21.0,6.051428571428572,1.0,0.0,0.0,122.0,21.0,after_20,4,United Kingdom
16752,207.5,372.0,1.0,54.0,9.0,23.055555555555557,1.0,0.0,0.0,54.0,9.0,after_20,4,United Kingdom
17287,1064.11,26.0,7.0,559.0,124.0,8.581532258064515,0.020172910662824207,0.0,0.0,79.85714285714286,12.571428571428571,between_11_20,4,United Kingdom
15363,326.0,372.0,1.0,144.0,16.0,20.375,1.0,1.0,0.006944444444444444,144.0,16.0,after_20,4,United Kingdom
12915,363.65,148.0,2.0,93.0,22.0,16.529545454545453,0.008888888888888889,0.0,0.0,46.5,9.5,after_20,4,United Kingdom
15544,3546.71,9.0,9.0,3109.0,259.0,13.693861003861004,0.024725274725274724,4.0,0.001286587327114828,345.44444444444446,13.555555555555555,before_11,4,United Kingdom
15738,4812.42,18.0,16.0,2982.0,173.0,27.817456647398846,0.04507042253521127,15.0,0.005030181086519115,186.375,2.875,after_20,1,United Kingdom
16042,1197.27,22.0,5.0,755.0,71.0,16.862957746478873,0.01607717041800643,10.0,0.013245033112582781,151.0,13.6,between_11_20,4,United Kingdom
17381,20275.61,8.0,29.0,25649.0,109.0,186.01477064220185,0.07945205479452055,3.0,0.0001169636243128387,884.448275862069,1.3793103448275863,before_11,4,United Kingdom
15827,1836.0900000000001,73.0,14.0,882.0,115.0,15.966000000000001,0.04666666666666667,39.0,0.04421768707482993,63.0,5.142857142857143,before_11,1,United Kingdom
14180,4748.52,10.0,25.0,719.0,240.0,19.785500000000003,0.06887052341597796,9.0,0.012517385257301807,28.76,4.48,between_11_20,1,United Kingdom
13117,984.91,21.0,8.0,945.0,76.0,12.959342105263158,0.022727272727272728,0.0,0.0,118.125,8.25,before_11,4,United Kingdom
16916,576.26,23.0,2.0,440.0,143.0,4.029790209790209,0.005714285714285714,0.0,0.0,220.0,64.5,between_11_20,4,United Kingdom
17964,471.7,31.0,2.0,301.0,104.0,4.535576923076923,0.005847953216374269,0.0,0.0,150.5,42.0,after_20,4,United Kingdom
14466,2272.4,29.0,7.0,1006.0,72.0,31.561111111111114,0.020348837209302327,0.0,0.0,143.71428571428572,5.0,before_11,1,United Kingdom
17235,550.06,25.0,2.0,224.0,29.0,18.96758620689655,0.005747126436781609,0.0,0.0,112.0,12.0,between_11_20,4,United Kingdom
16510,248.1,372.0,1.0,92.0,13.0,19.084615384615383,1.0,0.0,0.0,92.0,13.0,after_20,4,United Kingdom
17802,1285.04,82.0,3.0,752.0,140.0,9.178857142857142,0.010309278350515464,9.0,0.011968085106382979,250.66666666666666,34.0,between_11_20,4,United Kingdom
15107,319.5,311.0,6.0,169.0,16.0,19.96875,0.0967741935483871,7.0,0.04142011834319527,28.166666666666668,2.0,between_11_20,1,United Kingdom
17976,353.19,372.0,1.0,106.0,65.0,5.433692307692308,1.0,0.0,0.0,106.0,56.0,after_20,4,United Kingdom
14449,907.1,18.0,4.0,757.0,258.0,3.5158914728682173,0.011267605633802818,0.0,0.0,189.25,50.25,before_11,4,United Kingdom
19017,54.25,372.0,1.0,15.0,15.0,3.6166666666666667,1.0,0.0,0.0,15.0,15.0,after_20,4,United Kingdom
19018,66.65,372.0,1.0,23.0,19.0,3.5078947368421054,1.0,0.0,0.0,23.0,19.0,after_20,4,United Kingdom
16781,311.25,372.0,1.0,113.0,17.0,18.308823529411764,1.0,2.0,0.017699115044247787,113.0,17.0,after_20,4,United Kingdom
13491,1215.82,51.0,10.0,903.0,86.0,14.137441860465115,0.031055900621118012,0.0,0.0,90.3,7.3,between_11_20,1,United Kingdom
16186,4006.94,22.0,12.0,3020.0,218.0,18.38045871559633,0.03418803418803419,12.0,0.003973509933774834,251.66666666666666,7.25,before_11,2,United Kingdom
17685,3191.53,16.0,7.0,1956.0,130.0,24.550230769230772,0.0196078431372549,0.0,0.0,279.42857142857144,12.571428571428571,between_11_20,1,United Kingdom
17581,11045.04,0.0,25.0,5927.0,440.0,25.102363636363638,0.06702412868632708,66.0,0.011135481693942973,237.08,9.16,before_11,4,United Kingdom
15732,294.12,212.0,2.0,215.0,14.0,21.00857142857143,0.012422360248447204,0.0,0.0,107.5,6.5,before_11,4,United Kingdom
13138,962.39,22.0,6.0,473.0,63.0,15.276031746031746,0.017094017094017096,0.0,0.0,78.83333333333333,5.166666666666667,after_20,4,United Kingdom
19021,12.8,372.0,1.0,4.0,4.0,3.2,1.0,0.0,0.0,4.0,4.0,after_20,4,United Kingdom
17567,4331.48,7.0,8.0,2632.0,165.0,26.251393939393935,0.02185792349726776,204.0,0.07750759878419453,329.0,13.75,between_11_20,4,United Kingdom
15061,54534.14,3.0,48.0,28920.0,403.0,135.32044665012407,0.12972972972972974,282.0,0.00975103734439834,602.5,1.4583333333333333,before_11,4,United Kingdom
16203,592.9,58.0,4.0,262.0,35.0,16.939999999999998,0.012698412698412698,1.0,0.003816793893129771,65.5,6.75,after_20,4,United Kingdom
15640,12515.66,4.0,15.0,6607.0,484.0,25.858801652892563,0.04065040650406504,35.0,0.005297411835931588,440.46666666666664,16.0,before_11,4,United Kingdom
15574,702.25,177.0,4.0,349.0,168.0,4.180059523809524,0.02040816326530612,0.0,0.0,87.25,32.75,between_11_20,4,United Kingdom
16770,770.1,57.0,5.0,464.0,145.0,5.311034482758621,0.015822784810126583,12.0,0.02586206896551724,92.8,23.2,between_11_20,4,United Kingdom
17838,2779.3,26.0,5.0,1879.0,121.0,22.969421487603306,0.01440922190201729,458.0,0.2437466737626397,375.8,19.2,before_11,4,United Kingdom
17228,1906.09,15.0,8.0,1532.0,208.0,9.16389423076923,0.0223463687150838,0.0,0.0,191.5,17.5,between_11_20,4,United Kingdom
14829,697.55,29.0,4.0,452.0,42.0,16.60833333333333,0.011627906976744186,38.0,0.084070796460177,113.0,9.75,before_11,4,United Kingdom
19022,252.3,372.0,1.0,134.0,14.0,18.021428571428572,1.0,0.0,0.0,134.0,14.0,after_20,4,United Kingdom
17412,1258.06,2.0,7.0,738.0,66.0,19.061515151515152,0.018867924528301886,0.0,0.0,105.42857142857143,6.857142857142857,before_11,4,United Kingdom
14031,17286.86,7.0,19.0,5788.0,250.0,69.14744,0.05191256830601093,417.0,0.07204561161022806,304.63157894736844,6.2631578947368425,between_11_20,4,United Kingdom
14775,1011.9,58.0,3.0,1174.0,60.0,16.865,0.009523809523809525,0.0,0.0,391.3333333333333,19.0,after_20,4,United Kingdom
12971,11189.91,3.0,86.0,9289.0,305.0,36.68822950819672,0.23243243243243245,85.0,0.009150608246312843,108.01162790697674,1.0930232558139534,between_11_20,4,United Kingdom
15834,2231.25,70.0,4.0,963.0,272.0,8.203125,0.019230769230769232,4.0,0.004153686396677051,240.75,60.25,after_20,1,United Kingdom
17659,2999.46,17.0,12.0,1525.0,158.0,18.98392405063291,0.033707865168539325,39.0,0.025573770491803278,127.08333333333333,10.583333333333334,between_11_20,4,United Kingdom
15299,3907.01,67.0,6.0,2947.0,6.0,651.1683333333334,0.0196078431372549,5.0,0.0016966406515100101,491.1666666666667,1.0,after_20,4,United Kingdom
15646,447.64000000000004,157.0,3.0,394.0,35.0,12.789714285714288,0.013888888888888888,6.0,0.015228426395939087,131.33333333333334,11.666666666666666,before_11,4,United Kingdom
